ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
387,SI,Femenino,24,Universidad C,Ciencias Agrícolas,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,3,4,2,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,2,2,5,3,5,5,utilizo chatgpt cuando estoy estudiando y hay cosas que no le entiendo al profesor en su manera de explicar  por lo que le expongo la situación que quiero saber a ChatGPT y busco que me explique de diferentes maneras para entender un tema.,3,3,3,SI
388,SI,Femenino,23,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Para comparar textos y así poder realizar análisis detallados de ambos. Lo aborde primero leyendo los textos en PDF y anotando los puntos más relevantes  luego le solicité a chatGPT que hiciera el mismo análisis que yo hice para poder comparar. Impactó bastante  puesto que me entrego detalles que no había logrado visualizar por el cansancio mental y sobrecarga académica.,4,4,4,SI
389,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,2,2,1,2,2,4,5,5,5,5,5,3,3,4,5,5,5,5,3,4,5,5,5,4,,3,4,4,SI
390,SI,Femenino,19,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"En un trabajo sobre las ODS y desarrollo sostenible  complementé la información  usé ChatGPT como una herramienta de apoyo  no como el único recurso.
Incorporé reflexiones personales y de mi equipo para garantizar que el trabajo reflejara nuestras ideas originales  porque ofrecía ventajas significativas en términos de eficiencia y creatividad  pero también fui consciente de las limitaciones y la necesidad de un uso responsable. Esto me ayudó a integrarlo como un complemento en lugar de depender completamente de él.",4,4,4,SI
391,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Identificar errores ortográficos ,3,3,3,SI
392,SI,Femenino,22,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,2,2,2,2,Generalmente lo ocupo como herramienta para elavorar los trabajos de la universidad  me ayuda con ideas o redacciones,3,3,3,SI
393,SI,Femenino,37,Universidad B,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,,4,3,4,SI
394,SI,Femenino,50,Universidad B,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,3,1,2,1,1,2,1,1,Lo he usado para redactar mejor alguna frase o parrafo,2,2,1,SI
395,SI,Femenino,19,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Cuando no me salen los terminos y doy una breve descripción para poder salir de la duda,4,4,4,SI
396,SI,Femenino,22,Universidad C,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,2,2,2,2,2,2,2,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,para saber como organizar mi futuro,3,3,3,SI
397,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,1,4,3,3,3,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,3,3,2,4,Lo utilice para crear un ensayo de feminismo  si bien no fue información copiada y pegada  chatgpt me ayudo bastante en orientación de la información y como abordarla  quizás el problema es su información poco fiable  pero al tener una idea de lo que este da  uno puede buscar una fuente que avale la información  lo que igual hace más fácil el trabajo,4,4,4,SI
398,SI,Femenino,20,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,2,5,3,5,5,3,4,5,5,3,5,3,4,3,3,3,1,2,3,2,3,3,2,3,,3,3,3,SI
399,SI,Femenino,22,Universidad C,Medicina y Ciencias de La Salud,Viña del Mar,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,5,5,5,3,4,5,5,5,5,5,4,4,3,5,5,5,4,4,5,5,5,5,5,si  is puedo  por ejemplo  necesitaba iniciar el informe para un ramo academico  y estaba con un bloqueo mentale  asiq ue le pedi al CHAT que me ayuda a iniciarlo  asi que le di las instrucciones para que me diera una idea de como inicarlo  y gracias a eso puede lograr hacer el rtybajo  claramente no copie y pegue si no que le pedi mas bine un tipo de esqueleto para ahcer el trbajo. ,4,3,3,SI
400,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,3,3,3,4,,3,3,3,SI
401,SI,Femenino,29,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,cuando necesito hacer resumen de la materia ,3,3,3,SI
402,SI,Masculino,22,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,3,5,4,4,4,5,5,4,3,5,5,4,4,4,3,3,4,5,4,4,4,5,Una situación en la que le he dado uso a la herramienta ha sido en proyectos para la universidad y varias veces me ha dado que reflexionar el uso de esta herramienta  aun así  intento verlo simplemente como una herramienta  un compañero que me ayuda a ser mas eficiente en ciertas tareas cuando hay trabajos individuales y falta esa presencia con quien poder resonar ideas o pedir opiniones  y claramente. Es bueno tener una visión clara de que es ChatGPT con el fin de no caer en un espiral de dependencia hacia este.,4,4,4,SI
403,SI,Masculino,45,Universidad C,Ingeniería y Tecnología,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"No lo uso  ni idea como funciona  en pregunta 8 no existe respuesta ""no lo uso""  esto condiciona a que exista un informe que todo el mundo lo utiliza  en la realidad hay quienes no lo usamos  ojo en este tipo de preguntas  van direccionando a las respuestas que esperan y no es correcto.",1,1,1,NO
404,SI,Femenino,20,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,4,Últimamente  he estado haciendo unos proyectos de robótica  por lo que a veces me suele ocurrir que no se me olvida hacer unas conexiones o tengo errores en el código  por lo que  le pido ayuda a ChatGPT para que corrija mis errores y me explique paso por paso cómo solucionarlo. Así aprendo y puedo seguir haciendo este tipo de proyecto aun no siendo una experta. Es una muy buena herramienta y me ha ahorrado mucho tiempo.,4,4,4,SI
405,SI,Masculino,54,Universidad C,Ingeniería y Tecnología,A distancia,E. Lo utilizo menos de dos veces al mes,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,4,2,1,2,fue proposito profesional pero no fue la respuesta adecuada y me entere que se d4be entrenar lo dual no se,2,2,1,SI
406,SI,Femenino,20,Universidad C,Ciencias Agrícolas,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,SI
407,SI,Masculino,23,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,4,4,4,5,3,3,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,Informe sobre un conflicto socioambiental  los beneficios fueron una ayuda en la estructura de como quería realizar mi informe  y solicitar que periódicamente haga una critica sobre el escrito desde una perspectiva académica de educación superior. Las limitaciones van netamente en el uso de la versión gratis y la limitación de los documentos que puedes subir. Éticamente no realice nada fuera de mi aspecto de ética  ya que no copie citas que me diera  o copie y pegue lo que me decía chatgpt  sino que relacionaba su versión con la mia y la mezclaba  y respecto a las citas  no la consideraba si esta provenía de una pagina  libro  papers  web  etc. sin los aspectos de una buena pagina web considerando los aspectos legales y éticos.,4,4,4,SI
408,SI,Masculino,20,Universidad C,Ciencias Naturales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,2,2,2,5,,3,3,3,SI
409,SI,Femenino,24,Universidad C,Ingeniería y Tecnología,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,2,2,3,3,5,4,4,4,Dentro de un proyecto social  no tenia claras las preguntas que podia realizar que me llevaran a recibir respuestas mas completas  asi que realice un prompt para que me diera ideas de preguntas  y basadas en esas realice las mias propias,3,4,4,SI
410,SI,Femenino,22,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,,3,4,4,SI
411,SI,Femenino,20,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,3,3,3,5,4,4,4,4,4,4,5,3,4,2,3,5,3,3,4,4,5,4,4,5,Una vez le pedí una cita de un famoso para implementarla y terminar con un trabajo  sin embargo  busqué si existía y como tal la cita no lo había dicho  solamente era una perspectiva que esta herramienta con las investigaciones que hizo este personaje. ,3,3,3,SI
412,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,3,3,3,4,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,Corregir ortografia en ensayos y redaccion mejor,4,4,4,SI
413,SI,Femenino,18,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,1,2,1,1,3,5,4,5,2,5,3,3,3,3,3,3,3,3,3,4,4,4,4,Suelo usarlo cuando necesito ayuda para redactar párrafos o correcciones de ortografía para presentar un buen trabajo.,4,4,4,SI
414,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),3,2,3,3,5,4,4,3,3,4,4,3,5,5,4,4,5,5,5,4,5,4,4,3,5,Utilizo chat gpt para poder estudiar y comprender el contenido mejor  lo adapto a la forma de explicación que le pido  logrando entender adecuadamente el contenido ,4,3,3,SI
415,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),1,1,2,1,1,1,1,1,2,2,2,1,3,5,5,5,5,5,5,5,2,1,1,1,1,Le pregunté cómo podría organizar mejor la información para un informe que estaba haciendo  y me redactó todo nuevamente utilizando de base mi texto anterior.,4,4,4,SI
416,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,2,2,1,1,2,2,4,3,4,4,3,3,3,3,3,3,2,3,1,1,4,4,4,5,Uso chat GPT para corregir las faltas de ortografía de mis informes  esto es bueno ya me aseguro de que mi texto esté bien escrito. Sin embargo si vemos el lado opuesto  utilizar demasiado esta herramienta puede provocar que me acostumbre demasiado a su uso. ,4,4,4,SI
417,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,Hace poco utilice ChatGPT para investigar un poco más a fondo sobre un hipotético caso clínico al que tuve que analizar. Me entregó información concisa e importante sobre el caso. Pero si yo hubiera estado tratando con un paciente real  éticamente no hubiera ayudado al paciente así  habría hecho un enfoque más personalizado e investigativo.,4,4,4,SI
418,NO,Masculino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,2,4,5,2,4,2,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,1,1,5,Uso de este en asignatura relleno que demanda mucho tiempo comparandolo con asignatura que tiene que ver con mi carrera,4,4,4,SI
419,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,2,2,1,1,2,3,3,3,3,1,2,3,3,5,5,2,3,2,5,2,3,2,5,,3,4,4,SI
420,SI,Femenino,20,Universidad C,Ciencias Naturales,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,3,3,4,4,3,4,4,5,4,3,4,5,4,4,4,3,2,2,2,5,5,4,5,Es mejor buscar por mi cuenta  las respuestas no son muy confiables. Pero cuando no supe cómo empezar a estudiar un tema  lo busque por ahí para poder orientarme un poco. Aunque prefiero no usarlo.,3,3,3,SI
421,SI,Masculino,52,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,4,4,3,3,3,4,4,4,5,5,5,4,4,4,3,4,5,3,4,5,4,3,3,5,En general GPT debiese ser considerado por los usuarios como un asistente  un compañero de equipo y JAMAS copiar sin pasar por una revision  en la practica GPT  repite respuestas y conclusiones por lo que constantemente se debe revisar y ajustar. Finalmente es una excelente herremienta de asistencia.,4,3,3,SI
422,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),2,1,3,3,5,5,4,4,3,3,3,2,3,3,4,2,3,3,2,3,3,3,4,3,3,,4,3,3,SI
423,SI,Femenino,21,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,2,3,1,1,1,3,3,3,2,3,1,4,5,3,4,5,3,3,2,3,1,1,1,3,"Chat gpt lo he usado en el estudio de la estadística. Algunos de los beneficios para mi es poder preguntar de donde viene cada resultado y te responde de forma rapida. El chat pgt que tengo es pagado y siento que la calidad de las respuestas son mucho mejor que el estandar.
Para el estudio es como tener un profesor personal.
Me ha ayudado también porque puede traducir mucho mejor que la mayoría de las plataformas de internet.
Y por supuesto que lo uso para mejorar fluidez en un párrafo
Las limitaciones siento que son pocas  en las respuestas de lenguaje y explicación es muy bueno pero no tanto asi en áreas mas complejas matemáticas  pero aun sigue siendo de buena calidad.
A veces puede jugar en contra lo ético  tratando de priorizar tu opinión o lo que uno cree antes que lo que pueda decir chatgpt.",4,4,4,SI
424,SI,Masculino,21,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,3,4,5,3,4,5,Principalmente suelo utilizar ChatGPT para indagar sobre un tema que puede ser complejo y no puedo abordar correctamente. Por ejemplo  una vez estudiando para mi ramo de Estadística II  tuve la idea de preguntarle sobre conceptos técnicos que no entendía del todo  y era capaz de responder con definiciones bastante amplias  pero de todas formas le pedía que la simplificara y logré entenderlo. Descubrí rápidamente que ChatGPT no sabe matemáticas  ya que este modelo es solo predictivo  más no matemático  por lo que al momento de hacer cálculos estos resultados estaban mal calculados y era imposible lograr que diera los resultados correctos. ¿Cómo resolví este problema? Aplicando código en Python fui capaz de abstraer lo que ChatGPT quería calcular y así llegar a un resultado matemáticamente correcto  dando resultados positivos. Esto lo corroboré cuando el profesor de ese ramo nos comentó que muchos hicieron el cálculo de ciertas fórmulas con ChatGPT y estos eran erróneos por unos decimales o enteros  por lo que felicitó a aquellos que sí hicieron bien los cálculos y se aprovecharon de la capacidad de ChatGPT de escribir código rápidamente y ahorrar tiempo en el desarrollo de las actividades  sin sacrificar el conocimiento que estos mismos estudiantes habían adquirido durante el transcurso del ramo.,4,4,4,SI
425,SI,Masculino,25,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,SI
426,SI,Femenino,31,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,5,3,4,5,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,4,4,3,4,Cuando requiero alguna idea principal para comenzar mis informes solicito ayuda,4,3,3,SI
427,SI,Masculino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,4,2,3,3,4,4,4,5,4,2,3,4,3,4,4,3,4,3,2,4,3,3,5,"He utilizado ChatGPT para que me ayude a resumir y entender algunos textos  las respuestas fueron bastante buenas y si me ayudo a entender mejor el propósito y la materia del texto  algunas de sus limitaciones son que al intentar realizar algún calculo matemático complejo erra bastante con la respuesta correcta por lo que no es muy útil para el área de matemáticas y en muchos casos para la química también  por lo que se requiere que uno sepa lo básico sobre el tema que va a preguntar con el fin de tener una experiencia mas fluida y así poder reconocer algún error dentro de la respuesta de esta IA. Una consideración ética seria la utilización de esta herramienta para la realización de informes o similares  ya que esta puede entregar bibliografías inexistentes y esta tiende al plagio  por lo que es mejor utilizarla para obtener una idea generar sobre el tema a investigar.

Esta herramienta es útil en muchas cosas pero carece bastante en ciertas áreas  por lo que considero que si la he utilizado bastante  pero esto ha requerido el poder reconocer cuando esta cometiendo algún tipo de error  en que momento se puede llegar a utilizar y el como aumentar la especificad de la respuesta.",4,3,3,SI
428,SI,Masculino,25,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,2,"En una ocasión en conjunto con mi grupo de compañeros elaboramos un informe recopilatorio de información para nuestra tesis  la cual estaba relacionada con el área de la salud.

Primeramente  determinamos que los beneficios de esta herramienta son por lejos los mas amplios que cualquier otro motor de búsqueda  libro o enciclopedia  sin embargo  no esta completamente desarrollada para entregar ciertas respuestas que sobrepasen un nivel de ética estándar  o también entrega información intuitiva  que en ocasiones puede caer en falacias y/o inventos de la herramienta.

Nuestra forma de sobrellevar estas complicaciones fue explotar el mayor uso para la herramienta y utilizar otros métodos de obtención de información o elaboración de proyectos  ya sea a través de otras herramientas de IA  libros  motores de búsqueda  etc.

Finalmente comprendimos que esta IA puede tener limitaciones éticas y vacíos en cuanto a algunos conocimientos sobre áreas avanzadas o que puede caer en incongruencias y/o inventos  por lo que luego sabíamos que cosas podemos buscar/realizar con esta herramienta y sus limitaciones.",4,4,4,SI
429,SI,Masculino,25,Universidad C,Ingeniería y Tecnología,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,Me gusta interiorizar proyectos propios  los cuales tengo ideas y específico y comprendo d duna mejor manera con esta herramienta  dando me cuenta de tal vez cosas que también podría implementar en mis trabajos ,4,4,4,SI
430,SI,Masculino,26,Universidad C,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,4,3,4,3,5,"Académico:
En general en el ámbito ensayos o informes  es una buena herramienta que integra y procesa las ideas para luego dar ciertas directrices  como una estructura. También es muy útil para citar y rastrear información específica de algún texto  independiente del lenguaje. 

Como un tutor o profesor es de las formas más entretenidas que puedes interactuar con la versión de pago. Previamente puedes construir y alimentar un modelo en base a algún contenido que quieras reforzar y solicitar diversas evaluaciones o resúmenes. Puedes solicitar pruebas que te evalúen en diferentes niveles de complejidad y también por medio de la interacción por voz simular pruebas orales.

Profesionalmente :

Es una muy buena herramienta para la productividad  automatizar tareas y realizar análisis básicos de manera muy rápida.  En general  en materias o tareas específicas suele fallar bastante  incluso las versiones más actuales del modelo  ya que se nota la falta de conocimiento especifico o reflexivo quizás. 
Pero sigue siendo muy útil para proponer ideas  confeccionar correos  analizar datos básicos y rastrear información necesaria. 

",4,4,4,SI
431,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,3,2,3,2,2,2,2,4,4,2,5,5,5,5,5,4,4,4,4,2,3,4,5,una vez para hacer una presentación interactiva ya que mis compañeros pudieron entender mejor  era dificil y gracias a gpt me ayudó con esas herramientas de ejemplificar y explicar de mejor manera sin tanto tecnicismo es une buena herramienta,4,4,4,SI
432,SI,Femenino,20,Universidad C,Ciencias Naturales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,5,La suelo utilizar leyéndole mis apuntes de clases y luego le comento lo que entiendo  así me va corrigiendo en base a la información que yo le entregue de mi clase. Es demasiado útil para mi  es un muy buen método de estudio y se ve reflejado en mis notas.,4,4,4,SI
433,SI,Masculino,32,Universidad B,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,2,2,2,2,3,3,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,4,No lo he usado para la universidad  solo para temas miscelaneos  personales o laborales de manera extraordinaria.,3,4,4,SI
434,SI,Masculino,21,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,3,5,4,2,5,3,3,3,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,,4,3,4,SI
435,SI,Masculino,23,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,1,5,5,4,5,4,4,5,4,5,5,5,5,5,5,3,5,5,3,4,3,5,,4,4,3,SI
436,SI,Masculino,22,Universidad C,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,2,2,3,2,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,2,1,3,3,4,En general  el ChatGPT lo utilizo  exclusivamente como referencia pero nunca copio textualmente la información sacada de allí debido a que no quiero perder el esfuerzo que uno dedica para hacer un trabajo.  ,4,4,4,SI
437,SI,Femenino,20,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,2,3,1,1,1,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,2,1,1,3,La uso aveces para darme una idea de como abordar el trabajo que se me pide pero no como una herramienta de información confiable,4,4,4,SI
438,SI,Femenino,18,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,4,2,2,2,2,4,4,3,2,3,4,4,2,2,4,4,4,4,5,4,2,2,4,Lo utilice para trabajos de hacer informes  los beneficios son que es mas rápido que buscar uno la información  las limitaciones son el limite de preguntas que deja hacer  lo bueno es que si uno le pregunta bien te responde muy completo  de la manera en la que tu le digas  e incluso con links de donde saca la información,3,2,3,SI
439,SI,Femenino,29,Universidad B,Ciencias Sociales,Concepción,E. Lo utilizo menos de dos veces al mes,1,1,2,1,4,4,2,2,4,3,4,4,3,3,4,3,3,2,2,2,2,4,5,5,4,Académico  benéficio de resumen de una información que ya sabía ,3,3,3,SI
440,SI,Masculino,37,Universidad B,Ingeniería y Tecnología,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,3,4,4,2,2,2,4,3,3,4,4,4,4,4,2,2,3,2,4,3,4,5,Para orientación en algunas estrategias ,3,3,3,SI
441,SI,Femenino,22,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,SI
442,SI,Femenino,24,Universidad B,Ciencias Sociales,Concepción,E. Lo utilizo menos de dos veces al mes,2,1,3,1,2,1,2,1,1,4,3,2,1,1,1,1,1,1,1,2,1,4,1,4,3,Lo utilice para tener una idea de como realizar un apartado de un trabajo el cual tenia ciertas dudas,1,1,2,SI
443,SI,Masculino,33,Universidad B,Ingeniería y Tecnología,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,,2,2,3,SI
444,SI,Masculino,43,Universidad B,Ingeniería y Tecnología,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),1,1,1,2,2,3,2,2,2,2,2,2,4,4,3,4,4,4,4,2,3,2,2,3,4,Por lo general lo utilizo para mejorar la escritura de un texto  aclarar mejor las ideas y generar preguntas sobre las mismas para su desarrollo,3,2,3,SI
445,SI,Femenino,22,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,1,4,2,2,2,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,5,2,1,5,Lo he usado para estudiar  por ejemplo pongo lo que sale en el ppt y le pongo que me explique a detalle cada uno y me de ejemplos  entonces el estudio se hace más fácil y completo con chat gpt. Considero que es bueno en esa manera,4,3,4,SI
446,SI,Femenino,21,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,"Suelo usar chat gpt para que realice evaluaciones según la materia  así puedo ver si es que estoy preparado para las pruebas.
Chat gpt tiene beneficios  como contras. Es muy bueno para estructurar  repasar  preguntar datos aleatorios o buscar respuesta rápida  sin embargo  si se hace un mal uso con esta IA como el hacer todas tareas o informes con chat gpt  nos afectaría disminuyendo la capacidad de pensar por nosotros mismos.",4,4,4,SI
447,SI,Masculino,36,Universidad B,Ingeniería y Tecnología,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,1,2,1,1,1,2,3,3,1,1,1,3,3,2,2,2,3,3,3,3,2,2,1,1,,3,3,3,SI
448,SI,Masculino,26,Universidad B,Ciencias Sociales,Concepción,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,4,4,3,2,2,3,4,4,4,4,3,5,5,5,5,5,5,5,4,3,3,2,2,4,Al momento de realizar un trabajo para una asignatura usé Chatgpt para facilitar la construcción de un modelo basado en los datos  e instrucciones entregadas. En ese caso especifico ya sabía como realizarlo pero al utilizar la IA me redujo el tiempo de trabajo considerablemente y me permitió ver aspectos que no hubiese considerado si oo hacia manual  como por ejemplo la relación entre 2 variables. En cuanto al tema ético creo que falla cuando la persona que lo utiliza no sabe realmente lo que está haciendo y confía ciegamente en el resultado  saltándose la parte del aprendizaje y evitando el pensamiento crítico. ,4,4,4,SI
449,SI,Masculino,40,Universidad B,Ingeniería y Tecnología,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,,4,4,4,SI
450,SI,Femenino,20,Universidad B,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,1,3,2,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,Use chat gpt  para aprenderme una presentación  ya que le pedí cambiar palabras más simples para poder memorizarlo  lo cual fue un error porque no fue con mis propias palabras  al ser así no se me quedó completamente en la memoria. ,4,4,4,SI
